x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PD112,y1_PD112,x2_PD112,y2_PD112,x1_PDPW104,y1_PDPW104,x2_PDPW104,y2_PDPW104,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PD106,y1_PD106,x2_PD106,y2_PD106,x1_PDQE103,y1_PDQE103,x2_PDQE103,y2_PDQE103,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PD111,y1_PD111,x2_PD111,y2_PD111,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDPW109,y1_PDPW109,x2_PDPW109,y2_PDPW109,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PD122,y1_PD122,x2_PD122,y2_PD122,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PD120,y1_PD120,x2_PD120,y2_PD120,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PD108,y1_PD108,x2_PD108,y2_PD108,x1_PD104,y1_PD104,x2_PD104,y2_PD104,x1_PD109,y1_PD109,x2_PD109,y2_PD109,x1_PD126,y1_PD126,x2_PD126,y2_PD126,x1_PDQE114,y1_PDQE114,x2_PDQE114,y2_PDQE114,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PD121,y1_PD121,x2_PD121,y2_PD121,x1_PDPW113,y1_PDPW113,x2_PDPW113,y2_PDPW113,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PD107,y1_PD107,x2_PD107,y2_PD107,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PD119,y1_PD119,x2_PD119,y2_PD119
5.81,6.4113,5.81,6.0484,5.81,5.3831,5.81,6.6935,5.81,5.9879,5.81,8.3266,5.81,5.1008,5.81,6.4919,5.81,4.8387,5.81,4.0726,5.81,4.9798,5.81,4.6573,5.81,6.0081,5.81,5.4839,5.81,5.8871,5.81,6.0887,5.81,4.6774,5.81,4.1935,5.81,5.8266,5.81,6.129,5.81,5.121,5.81,4.879,5.81,4.1129,5.81,6.9355,5.81,5.0605,5.81,5.0403,5.81,4.8589,5.81,5.625,5.81,5.746,5.81,5.4839,5.81,5.7258,5.81,6.1895,5.81,,5.81,5.9879,5.81,3.8105,5.81,4.2944,5.81,5.4839,5.81,6.4113,5.81,5.0605,5.81,5.4637,5.81,5.3024,5.81,4.9798,5.81,5.1008,5.81,4.9194,5.81,5.7661,5.81,6.0282,5.81,6.3911,5.81,5.2419,5.81,6.7137,5.81,5.2419,5.81,4.254,5.81,,5.81,4.4153,5.81,,5.81,4.8589,5.81,4.7581,5.81,5.6653,5.81,7.2581,5.81,3.629,5.81,7.6613,5.81,5.5242,5.81,5.4637
5.8133,6.2298,5.8133,6.0081,5.8133,5.3427,5.8133,6.7339,5.8133,6.0282,5.8133,8.4677,5.8133,5.1008,5.8133,6.4516,5.8133,4.8185,5.8133,4.1935,5.8133,5.6653,5.8133,4.6774,5.8133,6.2097,5.8133,5.2218,5.8133,6.2298,5.8133,5.8065,5.8133,4.7177,5.8133,4.0726,5.8133,5.6855,5.8133,5.7258,5.8133,5.4435,5.8133,4.7782,5.8133,4.4556,5.8133,6.5524,5.8133,5.5242,5.8133,4.9194,5.8133,4.7177,5.8133,5.6048,5.8133,6.5323,5.8133,,5.8133,5.8266,5.8133,6.1694,5.8133,,5.8133,5.9677,5.8133,3.629,5.8133,4.3145,5.8133,5.5645,5.8133,6.129,5.8133,5.0403,5.8133,5.3427,5.8133,5.3427,5.8133,4.7984,5.8133,5.0202,5.8133,4.8185,5.8133,5.9677,5.8133,6.0484,5.8133,6.1492,5.8133,5.3831,5.8133,6.9556,5.8133,5.3024,5.8133,4.0927,5.8133,,5.8133,4.4153,5.8133,,5.8133,4.8387,5.8133,4.6976,5.8133,5.2823,5.8133,7.2379,5.8133,3.5887,5.8133,7.6815,5.8133,5.8468,5.8133,5.4234
5.8167,6.2903,5.8167,6.1895,5.8167,5.3831,5.8167,7.1976,5.8167,6.0081,5.8167,8.3669,5.8167,5.0202,5.8167,6.2702,5.8167,4.7984,5.8167,4.4153,5.8167,6.0685,5.8167,4.879,5.8167,5.9476,5.8167,5.1815,5.8167,6.0685,5.8167,5.9476,5.8167,4.6976,5.8167,4.0927,5.8167,5.6048,5.8167,5.9274,5.8167,5.7056,5.8167,4.6573,5.8167,4.3952,5.8167,6.5927,5.8167,5.4435,5.8167,5.1815,5.8167,4.8387,5.8167,5.5847,5.8167,5.9879,5.8167,5.3831,5.8167,5.9073,5.8167,6.3105,5.8167,,5.8167,5.9476,5.8167,3.629,5.8167,4.2944,5.8167,5.5645,5.8167,5.8266,5.8167,5.0806,5.8167,5.2218,5.8167,5.2621,5.8167,4.9194,5.8167,5.6855,5.8167,4.8387,5.8167,5.8669,5.8167,6.0081,5.8167,6.2097,5.8167,5.1008,5.8167,6.9556,5.8167,5.4435,5.8167,4.0927,5.8167,,5.8167,4.5363,5.8167,,5.8167,5.121,5.8167,4.4758,5.8167,5.0,5.8167,7.1976,5.8167,3.6895,5.8167,7.7621,5.8167,5.7661,5.8167,5.4032
5.82,6.4516,5.82,6.2097,5.82,5.5242,5.82,6.8347,5.82,5.8669,5.82,8.4274,5.82,5.4435,5.82,6.6734,5.82,4.8387,5.82,4.6774,5.82,6.4919,5.82,,5.82,6.1895,5.82,5.7056,5.82,6.2298,5.82,5.5847,5.82,4.496,5.82,4.0726,5.82,5.7056,5.82,5.9476,5.82,5.6048,5.82,4.7782,5.82,4.0323,5.82,6.6129,5.82,5.6855,5.82,5.0202,5.82,4.8387,5.82,5.746,5.82,6.1492,5.82,5.6855,5.82,5.9274,5.82,6.4516,5.82,,5.82,,5.82,3.8306,5.82,4.1532,5.82,5.5847,5.82,,5.82,5.0403,5.82,5.2419,5.82,5.3024,5.82,4.9597,5.82,6.0081,5.82,4.9798,5.82,6.1492,5.82,6.1089,5.82,6.2903,5.82,5.3226,5.82,7.0363,5.82,5.504,5.82,4.3548,5.82,,5.82,4.4556,5.82,,5.82,5.1613,5.82,4.5565,5.82,5.1613,5.82,7.621,5.82,3.5887,5.82,7.6008,5.82,5.7258,5.82,5.3427
5.8233,6.5927,5.8233,6.1492,5.8233,5.3427,5.8233,6.4315,5.8233,6.1089,5.8233,8.4274,5.8233,5.4637,5.8233,6.754,5.8233,4.7984,5.8233,4.7177,5.8233,6.2097,5.8233,,5.8233,6.1492,5.8233,5.625,5.8233,6.2097,5.8233,6.0282,5.8233,4.6774,5.8233,4.375,5.8233,6.2298,5.8233,6.3306,5.8233,5.3831,5.8233,4.7581,5.8233,,5.8233,6.1492,5.8233,5.4637,5.8233,5.2016,5.8233,4.8992,5.8233,5.2621,5.8233,6.1694,5.8233,,5.8233,5.8871,5.8233,6.0484,5.8233,,5.8233,,5.8233,3.9919,5.8233,4.2137,5.8233,5.5242,5.8233,,5.8233,5.2016,5.8233,5.4234,5.8233,5.2823,5.8233,5.1411,5.8233,6.25,5.8233,4.9597,5.8233,5.9073,5.8233,6.2097,5.8233,5.746,5.8233,5.2016,5.8233,7.2782,5.8233,5.3226,5.8233,4.254,5.8233,,5.8233,4.6371,5.8233,,5.8233,5.1411,5.8233,4.3952,5.8233,5.4234,5.8233,7.4597,5.8233,3.6895,5.8233,7.6411,5.8233,5.8266,5.8233,5.5242
5.8267,6.4718,5.8267,6.1694,5.8267,5.5847,5.8267,7.0363,5.8267,5.9274,5.8267,8.3669,5.8267,5.2621,5.8267,6.6129,5.8267,4.7984,5.8267,4.7782,5.8267,6.1492,5.8267,,5.8267,6.0081,5.8267,5.4032,5.8267,6.129,5.8267,5.9677,5.8267,4.5766,5.8267,4.2742,5.8267,5.9476,5.8267,5.8266,5.8267,5.504,5.8267,4.6976,5.8267,4.5766,5.8267,6.371,5.8267,5.4839,5.8267,5.1008,5.8267,4.8992,5.8267,5.5645,5.8267,6.1492,5.8267,5.6452,5.8267,5.9073,5.8267,6.1492,5.8267,5.4839,5.8267,,5.8267,4.0121,5.8267,4.3548,5.8267,5.6048,5.8267,,5.8267,5.121,5.8267,5.3427,5.8267,5.2621,5.8267,5.121,5.8267,6.1089,5.8267,5.0202,5.8267,6.1895,5.8267,6.0081,5.8267,5.8669,5.8267,5.3831,5.8267,6.8347,5.8267,5.4435,5.8267,4.4153,5.8267,,5.8267,4.6169,5.8267,,5.8267,5.0403,5.8267,4.3347,5.8267,5.4032,5.8267,7.1371,5.8267,3.5484,5.8267,7.7218,5.8267,5.8266,5.8267,5.4032
5.83,6.4919,5.83,6.1089,5.83,5.5645,5.83,7.1976,5.83,6.0685,5.83,8.5081,5.83,5.2621,5.83,6.5323,5.83,4.8185,5.83,4.8185,5.83,5.8266,5.83,5.3831,5.83,6.2702,5.83,5.4032,5.83,5.8065,5.83,6.0081,5.83,4.6573,5.83,4.2339,5.83,5.8669,5.83,6.1089,5.83,5.4435,5.83,4.6976,5.83,,5.83,6.5726,5.83,5.3629,5.83,5.1008,5.83,5.0605,5.83,5.8468,5.83,6.0887,5.83,5.4234,5.83,5.9879,5.83,6.0484,5.83,5.5645,5.83,,5.83,3.8911,5.83,4.2137,5.83,5.6855,5.83,,5.83,5.1008,5.83,5.4839,5.83,5.1815,5.83,5.0202,5.83,6.0081,5.83,5.2218,5.83,5.9476,5.83,6.1694,5.83,6.1694,5.83,5.1008,5.83,6.8145,5.83,5.5242,5.83,4.2339,5.83,,5.83,4.4153,5.83,,5.83,5.2218,5.83,5.0403,5.83,5.6048,5.83,7.621,5.83,3.629,5.83,7.7419,5.83,5.8871,5.83,5.4435
5.8333,6.3911,5.8333,6.25,5.8333,5.4234,5.8333,6.996,5.8333,5.9476,5.8333,8.4879,5.8333,5.4839,5.8333,6.6129,5.8333,4.9194,5.8333,4.8387,5.8333,5.504,5.8333,5.5242,5.8333,6.25,5.8333,5.1613,5.8333,5.7661,5.8333,6.25,5.8333,4.8992,5.8333,4.0927,5.8333,5.7056,5.8333,5.625,5.8333,5.4637,5.8333,4.4758,5.8333,,5.8333,6.6935,5.8333,5.3427,5.8333,5.121,5.8333,5.0403,5.8333,5.8468,5.8333,6.2903,5.8333,,5.8333,6.0685,5.8333,6.2097,5.8333,5.7863,5.8333,,5.8333,3.7298,5.8333,4.3952,5.8333,5.5444,5.8333,,5.8333,5.0605,5.8333,5.4839,5.8333,5.3831,5.8333,5.1008,5.8333,6.0484,5.8333,4.9194,5.8333,6.0282,5.8333,6.25,5.8333,6.0081,5.8333,5.4234,5.8333,7.1573,5.8333,5.4032,5.8333,4.4556,5.8333,,5.8333,4.1734,5.8333,,5.8333,5.3226,5.8333,4.6976,5.8333,5.746,5.8333,7.5605,5.8333,3.7903,5.8333,7.8427,5.8333,5.8468,5.8333,5.4234
5.8367,6.5927,5.8367,6.2097,5.8367,5.2823,5.8367,7.0968,5.8367,6.0685,5.8367,8.5484,5.8367,5.3226,5.8367,6.6734,5.8367,4.8387,5.8367,4.8589,5.8367,5.5444,5.8367,5.504,5.8367,6.0081,5.8367,5.4637,5.8367,5.8065,5.8367,6.2097,5.8367,4.6774,5.8367,4.2742,5.8367,6.2097,5.8367,6.1895,5.8367,5.2419,5.8367,4.8185,5.8367,6.2702,5.8367,6.2097,5.8367,5.7056,5.8367,5.5444,5.8367,4.8589,5.8367,5.9677,5.8367,6.2298,5.8367,5.6653,5.8367,6.2298,5.8367,6.25,5.8367,5.5847,5.8367,,5.8367,3.629,5.8367,4.1734,5.8367,5.6855,5.8367,,5.8367,5.1815,5.8367,5.4839,5.8367,5.5242,5.8367,5.2218,5.8367,5.7863,5.8367,5.121,5.8367,6.1089,5.8367,6.6331,5.8367,6.1492,5.8367,5.2419,5.8367,6.9153,5.8367,5.4032,5.8367,4.5968,5.8367,,5.8367,4.7379,5.8367,,5.8367,5.2621,5.8367,4.5766,5.8367,5.6452,5.8367,7.4597,5.8367,3.7903,5.8367,7.7621,5.8367,5.8065,5.8367,5.504
5.84,6.5524,5.84,6.0887,5.84,5.504,5.84,6.996,5.84,6.1492,5.84,8.5685,5.84,5.3831,5.84,6.5927,5.84,4.8387,5.84,4.7984,5.84,5.9274,5.84,5.4839,5.84,6.0484,5.84,5.5444,5.84,5.9073,5.84,6.2097,5.84,4.5565,5.84,4.2944,5.84,5.625,5.84,6.0081,5.84,5.5242,5.84,4.6573,5.84,6.6129,5.84,7.1371,5.84,5.2016,5.84,5.2218,5.84,4.9597,5.84,5.9476,5.84,5.5847,5.84,5.9879,5.84,6.1089,5.84,6.2298,5.84,,5.84,,5.84,4.0121,5.84,3.8911,5.84,5.6653,5.84,,5.84,5.2621,5.84,5.3629,5.84,5.625,5.84,5.1411,5.84,5.9476,5.84,5.2218,5.84,6.1492,5.84,6.4718,5.84,6.2702,5.84,5.6653,5.84,7.0363,5.84,5.8266,5.84,4.4355,5.84,,5.84,4.7177,5.84,,5.84,5.3629,5.84,4.5363,5.84,5.3629,5.84,7.1371,5.84,3.6694,5.84,7.7823,5.84,5.9073,5.84,5.4839
5.8433,6.4516,5.8433,6.1492,5.8433,5.2016,5.8433,6.8347,5.8433,6.1492,5.8433,8.4274,5.8433,5.4637,5.8433,6.7339,5.8433,4.8992,5.8433,4.7984,5.8433,5.8871,5.8433,5.5242,5.8433,6.1895,5.8433,5.625,5.8433,6.129,5.8433,6.1089,5.8433,4.6573,5.8433,4.2137,5.8433,5.9476,5.8433,,5.8433,5.2823,5.8433,4.6774,5.8433,6.3911,5.8433,7.2782,5.8433,5.3427,5.8433,5.7661,5.8433,5.0806,5.8433,5.746,5.8433,6.3306,5.8433,5.8065,5.8433,6.2097,5.8433,6.371,5.8433,,5.8433,,5.8433,3.75,5.8433,4.4355,5.8433,5.8065,5.8433,,5.8433,5.1613,5.8433,5.4234,5.8433,5.4435,5.8433,5.1411,5.8433,6.0887,5.8433,5.0605,5.8433,6.0887,5.8433,6.3911,5.8433,6.2298,5.8433,5.504,5.8433,7.0161,5.8433,5.5645,5.8433,4.3952,5.8433,,5.8433,4.6774,5.8433,,5.8433,4.9597,5.8433,4.5766,5.8433,5.5847,5.8433,7.2782,5.8433,3.7097,5.8433,7.7419,5.8433,5.9476,5.8433,5.4032
5.8467,6.5927,5.8467,6.1895,5.8467,5.5444,5.8467,7.1371,5.8467,6.1694,5.8467,8.4274,5.8467,5.4032,5.8467,6.5323,5.8467,4.9597,5.8467,4.7782,5.8467,6.0887,5.8467,5.7056,5.8467,6.2702,5.8467,5.2218,5.8467,6.0484,5.8467,6.2903,5.8467,4.8185,5.8467,4.2742,5.8467,6.2903,5.8467,,5.8467,5.5242,5.8467,4.8185,5.8467,6.9758,5.8467,6.5927,5.8467,5.7056,5.8467,5.3024,5.8467,5.1008,5.8467,5.9274,5.8467,6.3508,5.8467,6.3508,5.8467,6.1492,5.8467,6.2903,5.8467,,5.8467,,5.8467,3.8306,5.8467,4.0524,5.8467,5.9073,5.8467,,5.8467,5.0806,5.8467,5.5444,5.8467,5.625,5.8467,5.1411,5.8467,6.1895,5.8467,5.2218,5.8467,6.2702,5.8467,6.5927,5.8467,6.1895,5.8467,5.5645,5.8467,6.8952,5.8467,5.5242,5.8467,4.496,5.8467,,5.8467,4.375,5.8467,,5.8467,5.1613,5.8467,4.9395,5.8467,5.2016,5.8467,7.1774,5.8467,3.629,5.8467,7.6815,5.8467,5.8266,5.8467,5.4637
5.85,6.5927,5.85,6.2298,5.85,5.3629,5.85,7.1976,5.85,6.1895,5.85,8.4879,5.85,5.4032,5.85,6.6331,5.85,4.8992,5.85,4.7379,5.85,5.9073,5.85,5.6653,5.85,5.8065,5.85,5.5242,5.85,6.0282,5.85,6.0887,5.85,4.7581,5.85,4.3548,5.85,6.0081,5.85,6.5121,5.85,5.504,5.85,4.6976,5.85,7.2782,5.85,7.4395,5.85,5.4435,5.85,5.0403,5.85,5.2823,5.85,6.0282,5.85,6.3306,5.85,5.7258,5.85,6.3911,5.85,6.3508,5.85,,5.85,5.4435,5.85,4.1734,5.85,4.0323,5.85,5.8669,5.85,,5.85,5.1815,5.85,5.4839,5.85,5.4435,5.85,5.2621,5.85,6.0887,5.85,5.2621,5.85,6.2097,5.85,6.4718,5.85,6.4516,5.85,5.5645,5.85,7.4194,5.85,5.5242,5.85,4.2137,5.85,,5.85,4.5363,5.85,,5.85,5.1815,5.85,4.6976,5.85,5.3226,5.85,7.3589,5.85,3.6694,5.85,7.8629,5.85,5.9274,5.85,5.504
5.8533,6.6129,5.8533,6.1895,5.8533,5.4032,5.8533,6.8347,5.8533,6.2903,5.8533,8.5685,5.8533,5.3226,5.8533,6.5927,5.8533,5.0403,5.8533,4.7984,5.8533,6.0484,5.8533,5.4435,5.8533,5.8266,5.8533,5.6048,5.8533,6.0685,5.8533,6.1895,5.8533,4.6976,5.8533,4.2339,5.8533,6.1694,5.8533,6.0081,5.8533,5.4435,5.8533,4.9597,5.8533,7.3589,5.8533,8.246,5.8533,5.5242,5.8533,5.4435,5.8533,5.0403,5.8533,6.1089,5.8533,6.3306,5.8533,5.3226,5.8533,6.2298,5.8533,6.4516,5.8533,,5.8533,6.25,5.8533,3.9516,5.8533,4.2944,5.8533,5.7661,5.8533,5.9677,5.8533,5.1815,5.8533,5.6452,5.8533,5.6452,5.8533,5.0605,5.8533,6.129,5.8533,5.3024,5.8533,6.2298,5.8533,6.5524,5.8533,6.2097,5.8533,5.3831,5.8533,7.2782,5.8533,5.7863,5.8533,4.5968,5.8533,,5.8533,4.7984,5.8533,11.129,5.8533,5.3226,5.8533,5.2823,5.8533,5.5444,5.8533,6.9556,5.8533,3.8105,5.8533,7.7823,5.8533,5.9879,5.8533,5.504
5.8567,6.6129,5.8567,6.3105,5.8567,5.1815,5.8567,7.1976,5.8567,6.1895,5.8567,8.5887,5.8567,5.1008,5.8567,6.6331,5.8567,5.0202,5.8567,4.7984,5.8567,5.8468,5.8567,5.625,5.8567,6.25,5.8567,5.1008,5.8567,6.0081,5.8567,6.2298,5.8567,4.7984,5.8567,4.2742,5.8567,6.0484,5.8567,6.2903,5.8567,5.5847,5.8567,4.4355,5.8567,6.8347,5.8567,7.3992,5.8567,5.5444,5.8567,5.3427,5.8567,5.0605,5.8567,6.1492,5.8567,6.3911,5.8567,6.0282,5.8567,6.1492,5.8567,6.5927,5.8567,,5.8567,4.9798,5.8567,3.9113,5.8567,4.1331,5.8567,5.7863,5.8567,6.25,5.8567,5.2621,5.8567,5.6048,5.8567,5.625,5.8567,5.1815,5.8567,6.1694,5.8567,5.1613,5.8567,5.9476,5.8567,6.6129,5.8567,6.2903,5.8567,5.4435,5.8567,7.2984,5.8567,5.3427,5.8567,4.7177,5.8567,,5.8567,4.879,5.8567,10.746,5.8567,5.2016,5.8567,5.9073,5.8567,5.504,5.8567,7.1976,5.8567,3.6895,5.8567,7.9032,5.8567,5.9073,5.8567,5.5444
5.86,6.6331,5.86,6.2298,5.86,5.4032,5.86,6.8347,5.86,6.4113,5.86,8.6694,5.86,5.3024,5.86,6.6734,5.86,4.9395,5.86,4.879,5.86,6.0282,5.86,5.6452,5.86,6.3306,5.86,5.8468,5.86,6.25,5.86,6.1895,5.86,4.8387,5.86,4.375,5.86,6.2298,5.86,6.6935,5.86,5.5444,5.86,4.9395,5.86,7.1976,5.86,7.2782,5.86,5.4435,5.86,5.2419,5.86,5.2016,5.86,5.9677,5.86,6.6129,5.86,5.625,5.86,6.371,5.86,6.2903,5.86,,5.86,,5.86,3.7702,5.86,4.5968,5.86,5.9073,5.86,5.9879,5.86,5.3226,5.86,5.6452,5.86,5.504,5.86,5.0605,5.86,6.3508,5.86,5.5444,5.86,6.129,5.86,6.5323,5.86,6.5323,5.86,5.2419,5.86,7.379,5.86,5.6653,5.86,4.4355,5.86,,5.86,4.4758,5.86,10.5242,5.86,5.0605,5.86,5.9476,5.86,5.5242,5.86,7.2984,5.86,3.6492,5.86,7.8024,5.86,5.9677,5.86,5.4435
5.8633,6.4919,5.8633,6.1492,5.8633,5.4435,5.8633,6.754,5.8633,6.129,5.8633,8.629,5.8633,5.504,5.8633,6.754,5.8633,4.9194,5.8633,4.9395,5.8633,6.0887,5.8633,5.6452,5.8633,6.0685,5.8633,5.7863,5.8633,6.1492,5.8633,6.0484,5.8633,4.879,5.8633,4.6169,5.8633,6.8347,5.8633,6.3105,5.8633,5.7056,5.8633,5.0202,5.8633,7.0968,5.8633,8.0645,5.8633,5.4839,5.8633,5.5242,5.8633,5.2016,5.8633,5.9879,5.8633,6.6129,5.8633,5.7056,5.8633,6.25,5.8633,6.2702,5.8633,6.2702,5.8633,,5.8633,4.0726,5.8633,4.3145,5.8633,5.9476,5.8633,5.3629,5.8633,5.3427,5.8633,5.5645,5.8633,5.6855,5.8633,5.121,5.8633,6.25,5.8633,6.0081,5.8633,6.2298,5.8633,6.5323,5.8633,6.371,5.8633,5.7056,5.8633,7.2581,5.8633,5.5847,5.8633,4.6774,5.8633,,5.8633,4.7984,5.8633,11.0081,5.8633,5.3226,5.8633,6.3105,5.8633,5.5444,5.8633,6.9355,5.8633,3.6492,5.8633,7.8024,5.8633,6.0685,5.8633,5.4032
5.8667,6.4718,5.8667,6.4113,5.8667,5.6855,5.8667,6.8145,5.8667,6.3508,5.8667,8.6492,5.8667,5.6048,5.8667,6.6532,5.8667,4.9395,5.8667,4.9395,5.8667,6.0484,5.8667,5.8468,5.8667,5.9476,5.8667,5.8669,5.8667,6.1895,5.8667,6.1895,5.8667,4.879,5.8667,4.9798,5.8667,6.8145,5.8667,6.5726,5.8667,5.5847,5.8667,5.0605,5.8667,6.7137,5.8667,7.1976,5.8667,5.2218,5.8667,5.1008,5.8667,5.0202,5.8667,6.129,5.8667,6.371,5.8667,5.9677,5.8667,6.4113,5.8667,6.5323,5.8667,6.371,5.8667,,5.8667,4.1331,5.8667,4.3145,5.8667,5.9476,5.8667,5.6452,5.8667,5.2016,5.8667,5.5444,5.8667,5.746,5.8667,5.4234,5.8667,6.1492,5.8667,6.3306,5.8667,6.2097,5.8667,6.6734,5.8667,6.4718,5.8667,5.6452,5.8667,7.5202,5.8667,5.5645,5.8667,4.7581,5.8667,,5.8667,4.8589,5.8667,,5.8667,5.4032,5.8667,6.6129,5.8667,5.6653,5.8667,7.1573,5.8667,3.8508,5.8667,7.8831,5.8667,6.0484,5.8667,5.5242
5.87,6.5323,5.87,6.3508,5.87,5.2218,5.87,7.2782,5.87,6.4315,5.87,8.5282,5.87,6.1895,5.87,6.4315,5.87,4.879,5.87,5.0202,5.87,6.0685,5.87,5.9476,5.87,6.1895,5.87,5.8468,5.87,6.0887,5.87,6.129,5.87,4.8387,5.87,5.6855,5.87,6.2097,5.87,5.2823,5.87,5.504,5.87,4.9597,5.87,6.996,5.87,7.1371,5.87,5.7056,5.87,5.8065,5.87,5.2419,5.87,6.0887,5.87,6.9153,5.87,6.1895,5.87,6.3508,5.87,6.1895,5.87,6.3911,5.87,,5.87,4.0121,5.87,4.4556,5.87,6.0282,5.87,5.625,5.87,5.4435,5.87,5.7258,5.87,5.7258,5.87,5.2621,5.87,6.2097,5.87,6.8548,5.87,6.4315,5.87,6.8347,5.87,6.5726,5.87,5.7661,5.87,7.4395,5.87,5.2823,5.87,5.0,5.87,,5.87,4.9194,5.87,,5.87,5.2823,5.87,6.4315,5.87,5.6855,5.87,7.5403,5.87,3.8508,5.87,8.004,5.87,6.0887,5.87,5.5242
5.8733,6.4113,5.8733,6.4315,5.8733,5.504,5.8733,7.1371,5.8733,6.3105,5.8733,8.6895,5.8733,6.7137,5.8733,6.875,5.8733,4.9194,5.8733,5.0,5.8733,,5.8733,5.8266,5.8733,6.3105,5.8733,5.3427,5.8733,6.1694,5.8733,6.2097,5.8733,4.7984,5.8733,6.4113,5.8733,6.2903,5.8733,,5.8733,5.7258,5.8733,4.8589,5.8733,6.9758,5.8733,8.2863,5.8733,5.7258,5.8733,5.5645,5.8733,5.3024,5.8733,6.2903,5.8733,6.6734,5.8733,6.0081,5.8733,6.3508,5.8733,6.8347,5.8733,6.2097,5.8733,,5.8733,3.9516,5.8733,4.4153,5.8733,5.8669,5.8733,5.6048,5.8733,5.2016,5.8733,5.7258,5.8733,5.6452,5.8733,5.2419,5.8733,6.2903,5.8733,6.7944,5.8733,6.0887,5.8733,6.7944,5.8733,6.371,5.8733,5.8468,5.8733,7.4194,5.8733,5.6855,5.8733,4.3952,5.8733,,5.8733,4.8387,5.8733,,5.8733,5.1008,5.8733,6.371,5.8733,5.5242,5.8733,7.4597,5.8733,3.6089,5.8733,7.8024,5.8733,6.0081,5.8733,5.3629
5.8767,6.2097,5.8767,6.5323,5.8767,5.4839,5.8767,7.2177,5.8767,6.2702,5.8767,8.6895,5.8767,7.4194,5.8767,6.7944,5.8767,5.0,5.8767,4.9798,5.8767,,5.8767,5.9476,5.8767,6.4919,5.8767,5.5645,5.8767,6.2097,5.8767,6.2702,5.8767,5.1008,5.8767,7.1774,5.8767,6.6331,5.8767,6.5524,5.8767,5.5242,5.8767,4.6573,5.8767,7.0161,5.8767,7.1169,5.8767,5.8065,5.8767,5.4839,5.8767,5.2016,5.8767,6.4516,5.8767,6.5121,5.8767,6.0081,5.8767,6.4718,5.8767,6.6331,5.8767,,5.8767,,5.8767,3.9516,5.8767,4.3347,5.8767,5.8669,5.8767,5.7056,5.8767,5.2823,5.8767,5.8065,5.8767,5.625,5.8767,5.2016,5.8767,6.1694,5.8767,6.6331,5.8767,6.5323,5.8767,6.7137,5.8767,6.6935,5.8767,6.5927,5.8767,7.3589,5.8767,5.9274,5.8767,4.6774,5.8767,,5.8767,4.9798,5.8767,,5.8767,5.4032,5.8767,6.3508,5.8767,5.8468,5.8767,7.3992,5.8767,3.6492,5.8767,7.9234,5.8767,6.0685,5.8767,5.5847
5.88,6.2903,5.88,6.5726,5.88,5.4234,5.88,6.875,5.88,6.6331,5.88,8.5887,5.88,7.8831,5.88,6.6734,5.88,5.0202,5.88,5.1008,5.88,,5.88,5.9476,5.88,6.1089,5.88,5.8669,5.88,6.129,5.88,6.2702,5.88,4.9597,5.88,7.3387,5.88,6.1895,5.88,6.4315,5.88,5.4435,5.88,4.7177,5.88,6.6129,5.88,7.0161,5.88,5.7863,5.88,,5.88,5.1815,5.88,6.4315,5.88,6.7742,5.88,6.1089,5.88,6.6331,5.88,6.371,5.88,,5.88,,5.88,3.8508,5.88,4.4758,5.88,5.9476,5.88,6.3105,5.88,5.4234,5.88,6.1895,5.88,5.7863,5.88,5.3427,5.88,6.2298,5.88,6.6331,5.88,6.1895,5.88,6.5323,5.88,6.5927,5.88,7.6411,5.88,7.5806,5.88,5.6452,5.88,5.121,5.88,,5.88,5.1815,5.88,,5.88,5.5242,5.88,6.1895,5.88,5.5645,5.88,7.621,5.88,3.7903,5.88,7.9234,5.88,6.0887,5.88,5.4637
